city,lat,lng,country
"Kabul, Kābul",34.5253,69.1783,Afghanistan
"Aqchah, Jowzjān",36.9114,66.1858,Afghanistan
Kandahar,31.62,65.7158,Afghanistan
Herat,34.3419,62.2031,Afghanistan
Farah,32.3436,62.1194,Afghanistan
"Mazar-e Sharif, Balkh",36.7,67.1167,Afghanistan
"Lashkar Gah, Helmand",31.5831,64.3692,Afghanistan
Kunduz,36.7286,68.8681,Afghanistan
"Jalalabad, Nangarhār",34.4342,70.4478,Afghanistan
"Taluqan, Takhār",36.7167,69.5167,Afghanistan
"Shibirghan, Jowzjān",36.665,65.752,Afghanistan
"Zaranj, Nīmrōz",30.96,61.86,Afghanistan
Khost,33.3331,69.9169,Afghanistan
"Maimanah, Fāryāb",35.9333,64.75,Afghanistan
"Mehtar Lam, Laghmān",34.6683,70.2089,Afghanistan
Ghazni,33.5492,68.4233,Afghanistan
"Paghman, Kābul",34.5833,68.95,Afghanistan
"Pul-e Khumri, Baghlān",35.95,68.7,Afghanistan
Bamyan,34.825,67.8333,Afghanistan
"Charikar, Parwān",35.0131,69.1689,Afghanistan
Baghlan,36.1328,68.7,Afghanistan
Balkh,36.7581,66.8981,Afghanistan
"Tarin Kot, Uruzgān",32.6267,65.8733,Afghanistan
"Gardez, Paktiyā",33.6,69.2169,Afghanistan
"Bazar-e Yakawlang, Bāmyān",34.7333,66.9667,Afghanistan
"Faizabad, Badakhshān",37.1166,70.58,Afghanistan
"Qal`ah-ye Now, Bādghīs",34.9867,63.1292,Afghanistan
"Ghoriyan, Herāt",34.34,61.47,Afghanistan
Sar-e Pul,36.2214,65.9278,Afghanistan
"Haskah Menah, Nangarhār",34.1,70.4667,Afghanistan
"Mahmud-e Raqi, Kāpīsā",35.0206,69.3306,Afghanistan
"Qalat, Zābul",32.1061,66.9069,Afghanistan
"Andkhoy, Fāryāb",36.95,65.1167,Afghanistan
"Gudarah, Kābul",34.8169,69.0878,Afghanistan
"Aibak, Samangān",36.2653,68.0167,Afghanistan
"Kotah-ye `Ashro, Wardak",34.4492,68.7939,Afghanistan
"Maidan Shahr, Wardak",34.3972,68.8697,Afghanistan
"Bagrami, Kābul",34.4911,69.2756,Afghanistan
"Bala Koh, Balkh",36.5753,66.8203,Afghanistan
"Khulm, Balkh",36.6833,67.6833,Afghanistan
"Khanabad, Kunduz",36.6831,69.1636,Afghanistan
"Hukumati Baghran, Helmand",33.0669,65.0917,Afghanistan
"Bazarak, Panjshir",35.3128,69.5158,Afghanistan
"Sheghnan, Badakhshān",37.6167,71.45,Afghanistan
"Pul-e `Alam, Lōgar",33.9808,69.035,Afghanistan
"Baraki Barak, Lōgar",33.9692,68.9447,Afghanistan
"Sangin, Helmand",32.0733,64.8339,Afghanistan
"Qal`ah-ye Zal, Kunduz",37.015,68.4672,Afghanistan
"Karukh, Herāt",34.4922,62.5922,Afghanistan
"Kushk, Herāt",33.2956,61.9522,Afghanistan
"Asadabad, Kunaṟ",34.8742,71.1528,Afghanistan
"Qarqin, Jowzjān",37.4128,66.0472,Afghanistan
"Islam Qal`ah, Herāt",34.6667,61.0667,Afghanistan
"Zarah Sharan, Paktīkā",33.13,68.78,Afghanistan
"Fayroz Koh, Ghōr",34.5225,65.2517,Afghanistan
"Taywarah, Ghōr",33.51,64.42,Afghanistan
"Baraki, Lōgar",33.9333,68.9167,Afghanistan
"Zarghun Shahr, Paktīkā",32.85,68.4167,Afghanistan
"Imam Sahib, Kunduz",37.1844,68.9144,Afghanistan
"Kuhsan, Herāt",34.65,61.1667,Afghanistan
"Ishkashim, Badakhshān",36.7092,71.5739,Afghanistan
"Hukumati Gizab, Dāykundī",33.3813,66.2655,Afghanistan
"Urgun, Paktīkā",32.9006,69.1569,Afghanistan
"Tujg, Farāh",32.0686,61.8058,Afghanistan
"Panjab, Bāmyān",34.3833,67.0167,Afghanistan
"Mama Khel, Nangarhār",34.25,70.01,Afghanistan
"Deh-e Shu, Helmand",30.4344,63.3183,Afghanistan
"Chichkah, Kunduz",37.0706,69.2983,Afghanistan
"Parun, Nūristān",35.4167,70.9169,Afghanistan
"Sharan, Paktīkā",33.1757,68.7304,Afghanistan
"Nili, Dāykundī",33.7218,66.1302,Afghanistan
"Tirana, Tiranë",41.3272,19.8186,Albania
Durres,41.3133,19.4458,Albania
Vlore,40.45,19.4833,Albania
"Kamez, Tiranë",41.3833,19.7667,Albania
Elbasan,41.1111,20.0806,Albania
Shkoder,42.0681,19.5119,Albania
Fier,40.7167,19.55,Albania
Korce,40.6167,20.7667,Albania
"Sarande, Vlorë",39.877,20,Albania
Berat,40.7049,19.9497,Albania
"Lushnje, Fier",40.9333,19.7,Albania
"Pogradec, Korçë",40.9,20.65,Albania
"Kavaje, Tiranë",41.1842,19.5619,Albania
Gjirokaster,40.0758,20.1389,Albania
"Fushe-Kruje, Durrës",41.4833,19.7167,Albania
"Lac, Lezhë",41.6353,19.7131,Albania
"Sukth, Durrës",41.3833,19.5333,Albania
"Bucimas, Korçë",40.8914,20.6814,Albania
Kukes,42.0833,20.4167,Albania
Lezhe,41.7819,19.6444,Albania
"Patos, Fier",40.6841,19.6194,Albania
"Peshkopi, Dibër",41.6833,20.4281,Albania
"Librazhd-Qender, Elbasan",41.1969,20.3356,Albania
"Kucove, Berat",40.8039,19.9144,Albania
"Kruje, Durrës",41.5108,19.7925,Albania
"Burrel, Dibër",41.6083,20.0111,Albania
"Perondi, Berat",40.7789,19.9231,Albania
"Libonik, Korçë",40.75,20.7167,Albania
"Rreshen, Lezhë",41.7667,19.8833,Albania
"Belsh, Elbasan",40.9833,19.8833,Albania
"Gramsh, Elbasan",40.8667,20.1833,Albania
"Librazhd, Elbasan",41.1833,20.3167,Albania
"Permet, Gjirokastër",40.2333,20.35,Albania
"Bajram Curri, Kukës",42.3583,20.0761,Albania
"Tepelene, Gjirokastër",40.2965,20.0186,Albania
"Corovode, Berat",40.5042,20.2272,Albania
"Erseke, Korçë",40.3333,20.6833,Albania
"Puke, Shkodër",42.05,19.9,Albania
"Algiers, Alger",36.7325,3.0872,Algeria
Oran,35.6969,-0.6331,Algeria
Constantine,36.35,6.6,Algeria
Batna,35.55,6.1667,Algeria
Setif,36.19,5.41,Algeria
Annaba,36.9,7.7667,Algeria
"Sidi Aissa, M’sila",36.5,4.2978,Algeria
Sidi Bel Abbes,35.1939,-0.6414,Algeria
Biskra,34.85,5.7333,Algeria
Tebessa,35.4,8.1167,Algeria
Ouargla,31.95,5.3167,Algeria
"El Khroub, Constantine",36.2667,6.7,Algeria
Tiaret,35.3667,1.3167,Algeria
Bejaia,36.7511,5.0642,Algeria
"Bir el Djir, Oran",35.7367,-0.5542,Algeria
"Bordj Bou Arreridj, Bordj Bou Arréridj",36.0667,4.7667,Algeria
Bechar,31.6167,-2.2167,Algeria
Skikda,36.8667,6.9,Algeria
Djelfa,34.6667,3.25,Algeria
Souk Ahras,36.2864,7.9511,Algeria
Chlef,36.1647,1.3317,Algeria
"El Eulma, Sétif",36.15,5.6833,Algeria
"Bordj el Kiffan, Alger",36.7375,3.1931,Algeria
Mostaganem,35.9333,0.0833,Algeria
Touggourt,33.1,6.0667,Algeria
Medea,36.2675,2.75,Algeria
Tizi Ouzou,36.7167,4.05,Algeria
El Oued,33.3611,6.8606,Algeria
Laghouat,33.8028,2.875,Algeria
M'Sila,35.7019,4.5472,Algeria
Jijel,36.8167,5.75,Algeria
Relizane,35.7333,0.55,Algeria
Saida,34.8333,0.15,Algeria
"Baraki, Tipaza",36.6667,3.1,Algeria
Guelma,36.45,7.4333,Algeria
Ghardaia,32.4833,3.6667,Algeria
"Berrouaghia, Médéa",36.1333,2.9167,Algeria
"Ain Beida, Oum el Bouaghi",35.7833,7.3833,Algeria
"Maghnia, Tlemcen",34.8617,-1.7306,Algeria
"Bou Saada, Tizi Ouzou",36.7524,4.5833,Algeria
Mascara,35.4,0.1333,Algeria
Khenchela,35.4167,7.1333,Algeria
"Barika, Batna",35.3972,5.3658,Algeria
"Messaad, Djelfa",34.1667,3.5,Algeria
"Aflou, Laghouat",34.1089,2.1019,Algeria
"Ain Oussera, Djelfa",35.4489,2.9044,Algeria
Blida,36.4686,2.8319,Algeria
"Es Senia, Oran",35.65,-0.6333,Algeria
"Bab Ezzouar, Alger",36.7217,3.1853,Algeria
Tamanrasset,22.7889,5.5256,Algeria
"Arzew, Oran",35.85,-0.3167,Algeria
"Ain M'Lila, Oum el Bouaghi",36.0361,6.5708,Algeria
"Hassi Bahbah, Djelfa",35.0667,3.0333,Algeria
El Bayadh,33.6803,1.0203,Algeria
"Mohammadia, Mascara",35.5833,0.0667,Algeria
"Khemis Miliana, Aïn Defla",36.2667,2.2167,Algeria
"El Milia, Jijel",36.75,6.2667,Algeria
"Hamma Bouziane, Constantine",36.5333,6.7167,Algeria
"Chelghoum el Aid, Mila",36.1667,6.1667,Algeria
"Dar el Beida, Alger",36.7142,3.2125,Algeria
Oum el Bouaghi,35.8775,7.1136,Algeria
"Sougueur, Tiaret",35.1833,1.5,Algeria
"Taher, Jijel",36.7719,5.8983,Algeria
"Birkhadem, Alger",36.7167,3.05,Algeria
"Bir el Ater, Tébessa",34.7497,8.0578,Algeria
"Khemis el Khechna, Boumerdes",36.65,3.3306,Algeria
"Merouana, Batna",35.6333,5.9167,Algeria
Ain Temouchent,35.3,-1.1333,Algeria
"Cheria, Tébessa",35.2667,7.75,Algeria
Tissemsilt,35.6078,1.8111,Algeria
"Ain Oulmene, Sétif",35.9167,5.3,Algeria
Tlemcen,34.8828,-1.3167,Algeria
"Sig, Mascara",35.5278,-0.1861,Algeria
Mila,36.4503,6.2644,Algeria
Bouira,36.38,3.9014,Algeria
Adrar,27.8667,-0.2833,Algeria
"Ksar el Boukhari, Médéa",35.8856,2.7508,Algeria
"Reghaia, Boumerdes",36.7631,3.3426,Algeria
Ain Defla,36.2652,1.9703,Algeria
"Hadjout, Tipaza",36.5167,2.4167,Algeria
"Mecheria, Naama",33.55,-0.2833,Algeria
"Bordj Menaiel, Boumerdes",36.7417,3.7231,Algeria
"Oued Rhiou, Relizane",35.9667,0.9167,Algeria
"Assi Bou Nif, Oran",35.7,-0.5,Algeria
Ouled Djellal,34.4167,5.0667,Algeria
"Tighenif, Mascara",35.4167,0.3333,Algeria
"Rouiba, Alger",36.7333,3.2833,Algeria
"Kolea, Tipaza",36.6406,2.765,Algeria
"Baba Hassen, Tipaza",36.7,2.9667,Algeria
"Meskiana, Oum el Bouaghi",35.6333,7.6667,Algeria
"Ain Touta, Batna",35.3833,5.9,Algeria
"Lakhdaria, Bouira",36.5622,3.5944,Algeria
"Sidi ech Chahmi, Oran",35.6667,-0.5167,Algeria
"Rouissat, Ouargla",31.9167,5.35,Algeria
"El Attaf, Aïn Defla",36.2167,1.6667,Algeria
"Boufarik, Blida",36.5706,2.9108,Algeria
"Azzaba, Skikda",36.7333,7.1,Algeria
"Chekfa, Jijel",36.7667,5.9667,Algeria
"Boudouaou, Boumerdes",36.73,3.41,Algeria
"Oulad Yaich, Blida",36.5039,2.8619,Algeria
"Morsott, Tébessa",35.6667,8.0167,Algeria
"Frenda, Tiaret",35.0667,1.05,Algeria
"Ksar Chellala, Tiaret",35.2167,2.3167,Algeria
"Ouenza, Tébessa",35.95,8.1333,Algeria
"Ain Sefra, Naama",32.75,-0.5833,Algeria
"Akbou, Bejaïa",36.4667,4.5333,Algeria
"Zeralda, Tipaza",36.7167,2.85,Algeria
"Ras el Oued, Bordj Bou Arréridj",35.9497,5.0358,Algeria
"Boukadir, Chlef",36.0667,1.1333,Algeria
"Ain Merane, Relizane",36.1628,0.9706,Algeria
"Tamalous, Skikda",36.8361,6.6417,Algeria
"Djamaa, Ouargla",33.5333,6,Algeria
"Sour el Ghozlane, Bouira",36.1472,3.6906,Algeria
"Saoula, Tipaza",36.7,3.0167,Algeria
"Ain el Turk, Oran",35.7408,-0.7492,Algeria
El Meghaier,33.9506,5.9242,Algeria
"Fouka, Tipaza",36.6667,2.75,Algeria
"Telerghma, Mila",36.1167,6.3667,Algeria
"Ain Fakroun, Oum el Bouaghi",35.9667,6.8667,Algeria
"Ain Azel, Sétif",35.8433,5.5219,Algeria
"Chetouane, Tlemcen",34.9203,-1.2897,Algeria
"Oued Sly, Chlef",36.1,1.2,Algeria
"Douera, Tipaza",36.6667,2.95,Algeria
"Ouled Moussa, Boumerdes",36.6831,3.3681,Algeria
Tindouf,27.6753,-8.1286,Algeria
"Hassi Messaoud, Ouargla",31.7,6.0667,Algeria
"Miliana, Aïn Defla",36.3,2.2333,Algeria
"Beni Saf, Aïn Temouchent",35.3,-1.3833,Algeria
"Ain Arnat, Sétif",36.1833,5.3167,Algeria
"El Affroun, Tipaza",36.4667,2.6333,Algeria
"Tadjenanet, Mila",36.1167,5.9833,Algeria
"Oued Fodda, Chlef",36.1833,1.5333,Algeria
Boumerdes,36.7603,3.4724,Algeria
"Meftah, Blida",36.6167,3.2333,Algeria
"Sidi Moussa, Blida",36.6056,3.0886,Algeria
"Metlili Chaamba, Ghardaïa",32.2728,3.6275,Algeria
"Reguiba, El Oued",33.5667,6.7167,Algeria
"El Golea, El Meniaa",30.5833,2.8833,Algeria
"Sebdou, Tlemcen",34.6333,-1.3333,Algeria
"Ain el Melh, M’sila",34.8483,4.1611,Algeria
"Magra, M’sila",35.6,5.0667,Algeria
"Guemar, El Oued",33.5,6.8333,Algeria
"Sidi Khaled, Biskra",34.3833,4.9833,Algeria
"Staoueli, Tipaza",36.75,2.8833,Algeria
"Draa el Mizan, Bouira",36.5333,3.8333,Algeria
"Ain Tedeles, Mostaganem",35.9947,0.2956,Algeria
"Emir Abdelkader, Jijel",36.75,5.8333,Algeria
"Bougara, Blida",36.5333,3.0833,Algeria
"Drean, Annaba",36.6833,7.75,Algeria
"Souma, Blida",36.5183,2.9053,Algeria
"Sidi Ali, Mostaganem",36.1047,0.4233,Algeria
"Ouled Beni Messous, Tipaza",36.7833,2.9833,Algeria
"Oued Athmenia, Mila",36.2497,6.2861,Algeria
"Collo, Skikda",37.0056,6.5603,Algeria
"Tenes, Chlef",36.5122,1.3044,Algeria
"Bou Noura, Ghardaïa",32.4825,3.7036,Algeria
"Hammam Bou Hadjar, Aïn Temouchent",35.3792,-0.9706,Algeria
"Kherrata, Bejaïa",36.5,5.2833,Algeria
"Tebesbest, Ouargla",33.1167,6.0833,Algeria
"Ouled Fares, Chlef",36.2667,1.1833,Algeria
"Hammam Dalaa, M’sila",35.9281,4.3744,Algeria
"Azazga, Tizi Ouzou",36.7453,4.3711,Algeria
"Sidi Lakhdar, Mostaganem",36.1428,0.4606,Algeria
"Ain Taya, Alger",36.7917,3.2889,Algeria
"Cherchell, Tipaza",36.6075,2.19,Algeria
"Takhemaret, Tiaret",35.1072,0.6833,Algeria
"Oued el Alleug, Tipaza",36.55,2.7833,Algeria
"Selmane, M’sila",35.6833,4.7833,Algeria
"Beni Tamou, Blida",36.5333,2.8167,Algeria
"Beni Slimane, Médéa",36.227,3.306,Algeria
"Ghazaouet, Tlemcen",35.1,-1.85,Algeria
"Sidi Okba, Biskra",34.75,5.9,Algeria
"Didouche Mourad, Constantine",36.45,6.6333,Algeria
"El Arrouch, Skikda",36.6531,6.8364,Algeria
Timimoun,29.2628,-0.2389,Algeria
"`Ain el Hadjel, M’sila",35.6739,3.8817,Algeria
"Dellys, Boumerdes",36.9133,3.9141,Algeria
"Oued Zenati, Guelma",36.3167,7.1667,Algeria
"Ain el Bya, Oran",35.8167,-0.2833,Algeria
"Arris, Batna",35.25,6.35,Algeria
"Isser, Boumerdes",36.716,3.666,Algeria
"Ain Bessem, Bouira",36.2967,3.67,Algeria
"Ain Smara, Constantine",36.2664,6.4967,Algeria
"I-n-Salah, In Salah",27.195,2.4833,Algeria
"Nedroma, Tlemcen",35,-1.7333,Algeria
"Terga, Aïn Temouchent",35.4167,-1.1833,Algeria
"El Abiodh Sidi Cheikh, El Bayadh",32.8986,0.5444,Algeria
"Bougaa, Sétif",36.3333,5.0833,Algeria
"Remchi, Tlemcen",35.0667,-1.4333,Algeria
"Hassi Khelifa, El Oued",33.5622,6.9903,Algeria
"Ain Abid, Constantine",36.2325,6.944,Algeria
"Draa Ben Khedda, Boumerdes",36.7333,3.9667,Algeria
"Boghni, Tizi Ouzou",36.55,3.95,Algeria
"Birtouta, Tipaza",36.65,3,Algeria
"Ain Kercha, Oum el Bouaghi",35.9167,6.7,Algeria
"Chabet el Ameur, Boumerdes",36.6333,3.7,Algeria
"Berriane, Ghardaïa",32.8333,3.7667,Algeria
"Djendel, Aïn Defla",36.2186,2.4089,Algeria
"Zemoura, Relizane",35.7167,0.75,Algeria
"El Idrissia, Djelfa",34.45,2.5333,Algeria
"El Kseur, Bejaïa",36.6844,4.8522,Algeria
"N'Gaous, Batna",35.555,5.6106,Algeria
"Tizi Gheniff, Boumerdes",36.5833,3.7667,Algeria
"L'Arbaa Nait Irathen, Tizi Ouzou",36.6367,4.2067,Algeria
"Sendjas, Chlef",36.0667,1.4,Algeria
"Ouled Haddaj, Boumerdes",36.72,3.35,Algeria
"Ahmer el 'Ain, Tipaza",36.4781,2.5639,Algeria
"Timizart, Tizi Ouzou",36.8,4.2667,Algeria
"Ammi Moussa, Relizane",35.8667,1.1167,Algeria
"Tazmalt, Bouira",36.3844,4.3992,Algeria
"Zighout Youcef, Constantine",36.5333,6.7167,Algeria
"Kais, Khenchela",35.4947,6.9242,Algeria
"Sabra, Tlemcen",34.8333,-1.5333,Algeria
"Mouzaia, Tipaza",36.4667,2.6833,Algeria
"Ouled Ben Abd el Kader, Chlef",36.0258,1.2764,Algeria
"Sidi Lakhdar, Aïn Defla",36.2653,2.1617,Algeria
"Tablat, Médéa",36.4167,3.3167,Algeria
"Babar, Khenchela",35.1692,7.1013,Algeria
"Sfizef, Sidi Bel Abbès",35.2333,-0.25,Algeria
"Bordj el Bahri, Alger",36.8167,3.2333,Algeria
"Theniet el Had, Aïn Defla",35.8708,2.0289,Algeria
"Ouled Fayet, Tipaza",36.7333,2.95,Algeria
"Taougrite, Chlef",36.25,0.9167,Algeria
"Ouled Slama Tahta, Blida",36.5483,3.11,Algeria
"Tazoult-Lambese, Batna",35.49,6.26,Algeria
"El Abadia, Aïn Defla",36.2667,1.6833,Algeria
"Barbacha, Bejaïa",36.5667,4.9667,Algeria
"Bouguirat, Mostaganem",35.7508,0.2556,Algeria
"Feidh el Botma, Djelfa",34.5278,3.7819,Algeria
"Birine, Djelfa",35.6333,3.2167,Algeria
"Dar Chioukh, Djelfa",34.9,3.4833,Algeria
"Sidi Akkacha, Chlef",36.4667,1.3,Algeria
"Zeboudja, Chlef",36.35,1.4333,Algeria
"Hennaya, Tlemcen",34.95,-1.3667,Algeria
"Zemmouri, Boumerdes",36.7833,3.6,Algeria
"Ouled Mimoun, Tlemcen",34.9,-1.0333,Algeria
"Kaous, Jijel",36.7702,5.8136,Algeria
"Ouled Rahmoun, Constantine",36.1803,6.705,Algeria
"Misserghin, Oran",35.6167,-0.7333,Algeria
"Chellalat el Adhaouara, Médéa",35.9403,3.4139,Algeria
"El Hadjar, Annaba",36.8,7.7333,Algeria
"Foughala, Biskra",34.7167,5.3167,Algeria
El Tarf,36.767,8.317,Algeria
"Menaceur, Tipaza",36.492,2.2208,Algeria
"Rouached, Mila",36.4583,6.0397,Algeria
"Tipasa, Tipaza",36.5919,2.4494,Algeria
"Debila, El Oued",33.5064,6.9381,Algeria
"El Karimia, Chlef",36.1167,1.55,Algeria
"Illiltene, Bouira",36.5161,4.3944,Algeria
"Telagh, Sidi Bel Abbès",34.7833,-0.5667,Algeria
"Ain Kechera, Skikda",36.7483,6.4325,Algeria
"Ain Boucif, Médéa",35.8912,3.1585,Algeria
"Tadjmout, Laghouat",33.8667,2.5167,Algeria
"Mekla, Tizi Ouzou",36.6833,4.2667,Algeria
"Freha, Tizi Ouzou",36.75,4.3167,Algeria
"Douar Bou Tlelis, Oran",35.573,-0.9,Algeria
"Ksar el Hirane, Laghouat",33.7833,3.15,Algeria
"Beni Amrane, Boumerdes",36.6667,3.5833,Algeria
"Berhoum, M’sila",35.65,5.0333,Algeria
"Khelil, Bordj Bou Arréridj",36.1756,5.0292,Algeria
"Oued el Djemaa, Relizane",35.7972,0.6814,Algeria
"Beni Rached, Chlef",36.2806,1.5161,Algeria
"Makouda, Boumerdes",36.7833,4.0667,Algeria
"Bordj Ghdir, Bordj Bou Arréridj",35.9,4.89,Algeria
"Tadmait, Boumerdes",36.75,3.9,Algeria
"Amoucha, Sétif",36.3833,5.4167,Algeria
"Bouzeghaia, Chlef",36.3333,1.25,Algeria
"El Amria, Aïn Temouchent",35.5333,-1.0167,Algeria
"Naciria, Boumerdes",36.75,3.8333,Algeria
"Mechta Ouled Oulha, M’sila",35.6706,4.8778,Algeria
"Kadiria, Bouira",36.5333,3.6833,Algeria
"Had Sahary, Djelfa",35.3517,3.3608,Algeria
"Souahlia, Tlemcen",35.0333,-1.8833,Algeria
"Kheiredine, Mostaganem",35.9806,0.1681,Algeria
"Ghriss, Mascara",35.25,0.1667,Algeria
"Bourkika, Tipaza",36.5,2.4833,Algeria
"Djinet, Boumerdes",36.8833,3.7167,Algeria
"Robbah, El Oued",33.2811,6.9108,Algeria
"Sayada, Mostaganem",35.95,0.1333,Algeria
"Hassi Maameche, Mostaganem",35.8611,0.725,Algeria
"Sidi Amrane, Ouargla",33.5,6.0167,Algeria
"Sirat, Mostaganem",35.78,0.1919,Algeria
"M'Chedallah, Bouira",36.3667,4.2667,Algeria
"Beni Douala, Tizi Ouzou",36.6167,4.0833,Algeria
"Chebli, Blida",36.5778,3.0083,Algeria
"Beni Mered, Blida",36.5233,2.8617,Algeria
"Thenia, Boumerdes",36.7278,3.5539,Algeria
"Lioua, Biskra",34.6375,5.3958,Algeria
"Oum Drou, Chlef",36.2,1.3833,Algeria
"Mansourah, Bordj Bou Arréridj",36.0819,4.46,Algeria
"Oued el Aneb, Annaba",36.8833,7.4833,Algeria
"Tizi-n-Bechar, Bejaïa",36.4311,5.36,Algeria
"Sidi Lahssen, Sidi Bel Abbès",35.1633,-0.6958,Algeria
"Bordj Bounaama, Tissemsilt",35.85,1.6167,Algeria
"Beni Haoua, Chlef",36.5333,1.5667,Algeria
"El Hammadia, Bordj Bou Arréridj",35.9833,4.75,Algeria
"Sour, Mostaganem",36.0006,0.3414,Algeria
"Aomar, Bouira",36.5,3.7667,Algeria
"Ain el Bell, Djelfa",34.35,3.2167,Algeria
"Reggane, Adrar",26.7203,0.1728,Algeria
"Ain el Hammam, Tizi Ouzou",36.5714,4.3097,Algeria
"Tala Yfassene, Sétif",36.4583,5.0889,Algeria
"Taibet, Ouargla",33.0833,6.3833,Algeria
"Abou el Hassan, Chlef",36.4167,1.2,Algeria
"El Ancer, Jijel",36.8,6.1667,Algeria
"Temacine, Ouargla",33.0219,6.0228,Algeria
"Mesra, Mostaganem",35.8333,0.1667,Algeria
"Sidi Merouane, Chlef",36.5333,1.3333,Algeria
"Ain Mabed, Djelfa",34.8,3.1333,Algeria
"Merad, Tipaza",36.4667,2.4333,Algeria
"Rechaiga, Tiaret",35.4081,1.9733,Algeria
"Bir Kasdali, Bordj Bou Arréridj",36.15,5.0333,Algeria
"Arbaoun, Sétif",36.4667,5.65,Algeria
"Charef, Djelfa",34.6167,2.8,Algeria
"Arbatache, Boumerdes",36.6361,3.3708,Algeria
"Oued el Abtal, Mascara",35.45,0.6833,Algeria
"Tirmitine, Tizi Ouzou",36.6618,3.9848,Algeria
"El Malah, Aïn Temouchent",35.3883,-1.0944,Algeria
"Zahana, Oran",35.5167,-0.4167,Algeria
"Ben 'Aknoun, Tipaza",36.75,3,Algeria
"Ras el Ma, Sidi Bel Abbès",34.4974,-0.8195,Algeria
"Medjedel, M’sila",35.15,3.6833,Algeria
"Timoktene, Adrar",27.0217,1.015,Algeria
"Bougtob, El Bayadh",34.0425,0.0892,Algeria
"Bettioua, Oran",35.8,-0.2667,Algeria
"El Achir, Bordj Bou Arréridj",36.0667,4.6333,Algeria
"Maoussa, Mascara",35.3833,0.25,Algeria
"Ben Daoud, Relizane",35.7192,0.5203,Algeria
"El Bordj, Mascara",35.5158,0.3017,Algeria
"Sidi Kada, Mascara",35.3333,0.35,Algeria
"Herenfa, Chlef",36.2453,1.0458,Algeria
"Beni Fouda, Sétif",36.2861,5.6072,Algeria
"El Omaria, Médéa",36.2667,3.0333,Algeria
"Fornaka, Mostaganem",35.7517,-0.0161,Algeria
"Sigus, Oum el Bouaghi",36.1167,6.7833,Algeria
"Oued el Kheir, Mostaganem",35.9503,0.3808,Algeria
"Ain Zaouia, Tizi Ouzou",36.55,3.8944,Algeria
"El Kouif, Tébessa",35.5,8.3167,Algeria
Illizi,26.505,8.4822,Algeria
"Souaflia, Mostaganem",35.85,0.3333,Algeria
"Tizi Rached, Tizi Ouzou",36.6667,4.1833,Algeria
"Damous, Chlef",36.55,1.7,Algeria
"Bou Hanifia el Hamamat, Mascara",35.3167,-0.05,Algeria
"Mers el Kebir, Oran",35.7286,-0.7069,Algeria
"Sidi Daoud, Boumerdes",36.85,3.85,Algeria
"Ighram, Tizi Ouzou",36.4667,4.5167,Algeria
"Azeffoun, Tizi Ouzou",36.9,4.4167,Algeria
"Ain Feka, Djelfa",35.4333,3.5833,Algeria
"Ain Abessa, Sétif",36.3,5.295,Algeria
"Djouab, Médéa",36.1333,3.4333,Algeria
"N'Goussa, Ouargla",32.1408,5.3083,Algeria
"Tichi, Bejaïa",36.6667,5.1667,Algeria
"Bou Hadjar, El Tarf",36.5031,8.1053,Algeria
"Ouled Chebel, Blida",36.6,3,Algeria
"Berriche, Oum el Bouaghi",35.9167,7.3833,Algeria
Naama,33.2622,-0.3144,Algeria
"Chorfa, Bouira",36.3617,4.3308,Algeria
"Ain Babouche, Oum el Bouaghi",35.9411,7.1856,Algeria
"Medjana, Bordj Bou Arréridj",36.1333,4.6667,Algeria
"El Ach, Bordj Bou Arréridj",35.95,4.6833,Algeria
"Mecheraa Asfa, Tiaret",35.3839,1.0533,Algeria
"Ouamri, Aïn Defla",36.2333,2.5667,Algeria
"Baghlia, Boumerdes",36.8167,3.85,Algeria
"Hammam M'Bails, Guelma",36.3258,7.6436,Algeria
"Hadjadj, Mostaganem",36.1,0.3333,Algeria
"Ouadhia, Tizi Ouzou",36.55,4.0833,Algeria
"Boudjima, Tizi Ouzou",36.8,4.15,Algeria
"Mouiat Ouennsa, El Oued",33.1969,6.7053,Algeria
"Souagui, Médéa",36.1167,3.2333,Algeria
"Ebn Ziad, Constantine",36.3833,6.4667,Algeria
"Ain el Hadid, Tiaret",35.0581,0.8833,Algeria
"Tizi-n-Tleta, Tizi Ouzou",36.5457,4.0571,Algeria
"Guerouma, Bouira",36.4833,3.4333,Algeria
"Medrissa, Tiaret",34.9,1.2333,Algeria
"Sidi Ghiles, Tipaza",36.5833,2.1167,Algeria
"Chemini, Tizi Ouzou",36.6,4.6167,Algeria
"Boumahra Ahmed, Guelma",36.45,7.5167,Algeria
"Es Sebt, Skikda",36.6624,7.0774,Algeria
"Melouza, Bordj Bou Arréridj",35.9808,4.1861,Algeria
"Mazagran, Mostaganem",35.9019,0.7269,Algeria
"Belkheir, Guelma",36.4667,7.4833,Algeria
"Bouchegouf, Guelma",36.4667,7.4833,Algeria
"Texenna, Jijel",36.65,5.7833,Algeria
"El Hadjira, Ouargla",32.6167,5.5167,Algeria
"Tsabit, Adrar",28.3503,-0.2208,Algeria
"Harchoune, Chlef",36.1139,1.5056,Algeria
"Oulad Dahmane, Médéa",36.3667,3.4667,Algeria
"El Ateuf, Ghardaïa",32.4775,3.7478,Algeria
"Labiod Medjadja, Chlef",36.25,1.4,Algeria
